time,x,y,v
2.55,12.12,78.76,36.22
2.57,11.70,78.45,30.74
2.58,11.31,78.12,36.22
2.60,10.94,77.76,36.00
2.62,10.59,77.39,31.00
2.63,10.26,76.98,30.86
2.65,9.96,76.58,36.37
2.67,9.68,76.14,30.97
2.69,9.42,75.71,31.30
2.70,9.14,75.26,36.01
2.72,8.86,74.83,36.45
2.74,8.56,74.39,30.82
2.75,8.28,73.98,36.78
2.77,7.97,73.53,36.48
2.79,7.69,73.12,32.01
2.80,7.38,72.66,31.51
2.82,7.09,72.25,37.64
2.84,6.78,71.80,31.63
2.86,6.50,71.39,31.95
2.87,6.19,70.93,36.81
2.89,5.89,70.52,37.15
2.91,5.56,70.10,31.23
2.92,5.21,69.72,36.68
2.94,4.84,69.34,36.38
2.96,4.45,69.00,31.25
2.97,4.04,68.67,30.86
2.99,3.62,68.39,36.17
3.01,3.17,68.13,30.42
3.03,2.73,67.91,30.59
3.04,2.25,67.70,35.20
3.06,1.80,67.54,35.44
3.08,1.30,67.39,29.80
3.09,0.82,67.29,35.69
3.11,0.31,67.21,35.32
3.13,-0.17,67.15,30.78
3.14,-0.70,67.09,30.60
3.16,-1.18,67.02,36.68
3.18,-1.70,66.94,30.86
3.20,-2.19,66.85,31.49
3.21,-2.73,66.77,36.12
3.23,-3.21,66.70,36.50
3.25,-3.75,66.61,30.55
3.26,-4.24,66.54,36.42
3.28,-4.77,66.46,35.91
3.30,-5.26,66.38,31.47
3.31,-5.79,66.30,30.97
3.33,-6.28,66.22,36.80
3.35,-6.82,66.14,31.12
3.37,-7.30,66.06,31.47
3.38,-7.83,65.96,36.01
3.40,-8.32,65.84,36.38
3.42,-8.83,65.69,30.61
3.43,-9.30,65.52,36.06
3.45,-9.78,65.31,35.57
3.47,-10.23,65.09,30.71
3.48,-10.68,64.82,30.36
3.50,-11.08,64.55,35.68
3.52,-11.49,64.24,30.07
3.54,-11.86,63.92,30.43
3.55,-12.23,63.56,34.89
3.57,-12.56,63.20,35.21
3.59,-12.89,62.80,29.72
3.60,-13.17,62.41,35.13
3.62,-13.45,61.97,34.79
3.64,-13.69,61.55,30.37
3.65,-13.92,61.09,29.94
3.67,-14.10,60.64,35.34
3.69,-14.27,60.15,29.84
3.71,-14.40,59.69,30.31
3.72,-14.51,59.19,34.93
3.74,-14.60,58.72,35.29
3.76,-14.71,58.20,30.02
3.77,-14.81,57.72,35.96
3.79,-14.93,57.22,35.47
3.81,-15.06,56.74,31.02
3.82,-15.19,56.22,30.71
3.84,-15.30,55.75,36.65
3.86,-15.43,55.23,30.76
3.88,-15.54,54.76,31.24
3.89,-15.67,54.23,35.81
3.91,-15.78,53.76,36.15
3.93,-15.93,53.25,30.20
3.94,-16.09,52.78,35.75
3.96,-16.28,52.30,35.29
3.98,-16.49,51.85,30.52
3.99,-16.73,51.39,30.12
4.01,-16.99,50.98,35.35
4.03,-17.29,50.56,29.79
4.05,-17.59,50.19,30.03
4.06,-17.93,49.81,34.43
4.08,-18.27,49.47,34.77
4.10,-18.65,49.13,29.37
4.11,-19.03,48.84,34.77
4.13,-19.45,48.55,34.41
4.15,-19.86,48.30,29.92
4.16,-20.31,48.06,29.65
4.18,-20.74,47.86,34.99
4.20,-21.21,47.67,29.48
4.22,-21.67,47.52,29.88
4.23,-22.16,47.39,34.25
4.25,-22.62,47.30,34.51
4.27,-23.13,47.23,29.08
4.28,-23.60,47.19,34.62
4.30,-24.11,47.17,34.23
4.32,-24.58,47.19,29.89
4.33,-25.09,47.23,29.47
4.35,-25.56,47.30,35.15
4.37,-26.06,47.40,29.60
4.39,-26.51,47.53,30.04
4.40,-27.01,47.67,34.60
4.42,-27.46,47.80,35.06
4.44,-27.96,47.94,29.43
4.45,-28.43,48.05,35.27
4.47,-28.93,48.17,34.81
4.49,-29.39,48.29,30.29
4.50,-29.90,48.42,29.91
4.52,-30.36,48.53,35.63
4.54,-30.86,48.65,29.86
4.56,-31.32,48.77,30.29
4.57,-31.83,48.89,34.81
4.59,-32.29,49.01,35.32
4.61,-32.79,49.14,29.57
4.62,-33.26,49.25,35.34
4.64,-33.77,49.38,35.02
4.66,-34.23,49.49,30.73
4.67,-34.74,49.62,30.20
4.69,-35.21,49.74,36.19
4.71,-35.73,49.87,30.51
4.73,-36.19,49.98,31.02
4.74,-36.71,50.11,35.31
4.76,-37.18,50.23,35.94
4.78,-37.70,50.36,30.08
4.79,-38.17,50.47,30.58
4.81,-38.69,50.60,34.93
4.83,-39.16,50.72,30.73
4.85,-39.68,50.85,30.22
4.86,-40.15,50.97,36.28
4.88,-40.68,51.10,35.77
4.90,-41.15,51.22,31.53
4.91,-41.68,51.35,35.97
4.93,-42.15,51.47,36.57
4.95,-42.68,51.60,30.61
4.96,-43.16,51.72,31.21
4.98,-43.69,51.85,35.65
5.00,-44.17,51.97,31.21
5.02,-44.70,52.10,30.80
5.03,-45.18,52.22,36.77
5.05,-45.71,52.35,36.36
5.07,-46.20,52.47,31.87
5.08,-46.73,52.60,36.54
5.10,-47.22,52.72,36.93
5.12,-47.75,52.83,31.03
5.13,-48.25,52.91,31.28
5.15,-48.79,52.97,35.89
5.17,-49.29,53.00,31.12
5.19,-49.82,52.99,30.57
5.20,-50.32,52.96,36.09
5.22,-50.85,52.88,35.66
5.24,-51.33,52.79,30.90
5.25,-51.84,52.66,35.30
5.27,-52.30,52.50,35.71
5.29,-52.79,52.31,30.22
5.30,-53.24,52.12,30.61
5.32,-53.73,51.92,35.35
5.34,-54.20,51.74,31.11
5.36,-54.69,51.55,30.82
5.37,-55.16,51.38,36.54
5.39,-55.68,51.19,36.25
5.41,-56.15,51.02,31.60
5.42,-56.66,50.85,36.19
5.44,-57.14,50.72,36.41
5.46,-57.66,50.60,30.56
5.47,-58.16,50.52,30.80
5.49,-58.68,50.47,35.09
5.51,-59.17,50.45,30.21
5.53,-59.69,50.47,29.79
5.54,-60.17,50.51,35.22
5.56,-60.69,50.58,34.86
5.58,-61.16,50.68,30.39
5.59,-61.66,50.81,34.80
5.61,-62.12,50.96,35.24
5.63,-62.60,51.15,29.70
5.64,-63.04,51.35,29.97
5.66,-63.50,51.60,34.49
5.68,-63.91,51.85,30.00
5.70,-64.33,52.14,29.57
5.71,-64.71,52.44,35.24
5.73,-65.10,52.78,35.03
5.75,-65.45,53.11,30.52
5.76,-65.83,53.47,35.28
5.78,-66.20,53.79,35.86
5.80,-66.59,54.13,30.28
5.81,-66.97,54.45,30.78
5.83,-67.38,54.80,35.54
5.85,-67.75,55.12,30.92
5.87,-68.16,55.47,30.52
5.88,-68.54,55.79,36.06
5.90,-68.94,56.14,35.67
5.92,-69.33,56.45,30.93
5.93,-69.75,56.76,35.45
5.95,-70.17,57.03,35.58
5.97,-70.62,57.29,30.01
5.98,-71.06,57.51,30.08
6.00,-71.53,57.71,34.30
6.02,-71.99,57.87,29.51
6.04,-72.48,58.00,29.22
6.05,-72.94,58.10,34.35
6.07,-73.44,58.17,33.99
6.09,-73.92,58.21,29.70
6.10,-74.42,58.22,33.99
6.12,-74.89,58.20,34.19
6.14,-75.40,58.15,28.87
6.15,-75.86,58.07,29.26
6.17,-76.35,57.96,33.54
6.19,-76.80,57.83,29.21
6.21,-77.28,57.66,28.85
6.22,-77.71,57.47,34.26
6.24,-78.16,57.25,33.81
6.26,-78.56,57.01,29.44
6.27,-78.98,56.73,33.77
6.29,-79.35,56.45,34.06
6.31,-79.73,56.12,28.59
6.32,-80.06,55.79,28.97
6.34,-80.39,55.42,33.37
6.36,-80.68,55.06,29.10
6.38,-80.97,54.65,28.75
6.39,-81.22,54.25,34.35
6.41,-81.47,53.81,34.13
6.43,-81.70,53.41,29.75
6.44,-81.96,52.97,34.02
6.46,-82.21,52.56,34.62
6.48,-82.49,52.14,29.14
6.49,-82.73,51.74,29.34
6.51,-83.01,51.30,34.07
6.53,-83.28,50.91,29.69
6.55,-83.58,50.51,29.22
6.56,-83.90,50.14,34.44
6.58,-84.24,49.78,34.10
6.60,-84.59,49.46,29.17
6.61,-84.98,49.15,33.53
6.63,-85.36,48.88,33.71
6.65,-85.77,48.62,28.37
6.66,-86.18,48.40,28.61
6.68,-86.62,48.18,32.87
6.70,-87.05,48.01,28.59
6.72,-87.51,47.84,28.24
6.73,-87.95,47.72,33.47
6.75,-88.44,47.61,33.07
6.77,-88.89,47.53,28.95
6.78,-89.38,47.48,33.33
6.80,-89.83,47.46,33.77
6.82,-90.33,47.44,28.63
6.83,-90.80,47.43,29.14
6.85,-91.30,47.41,33.16
6.87,-91.77,47.37,28.87
6.89,-92.27,47.33,28.48
6.90,-92.72,47.30,33.78
6.92,-93.23,47.27,33.38
6.94,-93.69,47.23,29.37
6.95,-94.19,47.20,33.50
6.97,-94.65,47.16,33.99
6.99,-95.15,47.13,28.58
7.00,-95.61,47.09,29.08
7.02,-96.12,47.06,33.52
7.04,-96.58,47.03,29.35
7.06,-97.09,46.99,29.05
7.07,-97.56,46.94,34.38
7.09,-98.06,46.86,34.01
7.11,-98.53,46.76,29.44
7.12,-99.01,46.63,33.77
7.14,-99.46,46.48,33.98
7.16,-99.91,46.29,28.53
7.17,-100.33,46.08,28.80
7.19,-100.77,45.84,33.01
7.21,-101.15,45.60,28.60
7.23,-101.56,45.31,28.28
7.24,-101.91,45.02,33.74
7.26,-102.30,44.71,33.50
7.28,-102.66,44.41,29.41
7.29,-103.05,44.10,33.55
7.31,-103.43,43.81,34.01
7.33,-103.83,43.51,28.54
7.34,-104.19,43.23,28.82
7.36,-104.60,42.92,33.10
7.38,-104.96,42.65,29.12
7.40,-105.36,42.34,28.48
7.41,-105.73,42.06,34.26
7.43,-106.14,41.75,33.84
7.45,-106.50,41.48,29.76
7.46,-106.91,41.17,33.90
7.48,-107.28,40.89,34.54
7.50,-107.69,40.57,28.90
7.51,-108.06,40.29,29.40
7.53,-108.47,39.98,33.60
7.55,-108.84,39.70,29.46
7.57,-109.25,39.39,29.16
7.58,-109.62,39.10,34.57
7.60,-110.03,38.79,34.38
7.62,-110.41,38.49,29.94
7.63,-110.78,38.15,34.48
7.65,-111.13,37.80,34.61
7.67,-111.46,37.43,29.26
7.68,-111.76,37.05,29.27
7.70,-112.04,36.64,33.45
7.72,-112.27,36.23,28.84
7.74,-112.50,35.79,28.50
7.75,-112.68,35.37,33.75
7.77,-112.87,34.90,33.49
7.79,-113.04,34.47,29.45
7.80,-113.23,34.01,33.60
7.82,-113.42,33.58,34.12
7.84,-113.64,33.12,28.87
7.85,-113.83,32.70,29.32
7.87,-114.04,32.23,33.44
7.89,-114.23,31.80,29.36
7.91,-114.44,31.33,28.83
7.92,-114.63,30.91,34.50
7.94,-114.84,30.44,34.06
7.96,-115.03,30.02,29.91
7.97,-115.25,29.55,34.31
7.99,-115.44,29.12,34.70
8.01,-115.63,28.65,29.15
8.02,-115.79,28.20,29.53
8.04,-115.93,27.72,33.60
8.06,-116.04,27.25,29.15
8.08,-116.13,26.75,28.88
8.09,-116.21,26.30,34.33
8.11,-116.31,25.80,33.98
8.13,-116.42,25.34,29.96
8.14,-116.54,24.84,34.13
8.16,-116.65,24.38,34.62
8.18,-116.76,23.88,28.96
8.19,-116.87,23.43,29.47
8.21,-116.98,22.92,33.57
8.23,-117.09,22.47,29.55
8.25,-117.21,21.96,29.04
8.26,-117.31,21.51,34.69
8.28,-117.43,21.00,34.18
8.30,-117.53,20.54,30.18
8.31,-117.65,20.04,34.40
8.33,-117.76,19.58,34.93
8.35,-117.87,19.07,29.35
8.36,-117.98,18.61,29.86
8.38,-118.10,18.10,34.45
8.40,-118.20,17.64,30.04
8.42,-118.32,17.13,29.82
8.43,-118.42,16.65,35.32
8.45,-118.49,16.15,34.88
8.47,-118.53,15.65,30.20
8.48,-118.55,15.14,34.49
8.50,-118.54,14.66,34.49
8.52,-118.49,14.15,28.97
8.53,-118.41,13.69,29.17
8.55,-118.30,13.20,33.37
8.57,-118.17,12.75,29.08
8.59,-118.00,12.28,28.71
8.60,-117.82,11.85,34.14
8.62,-117.61,11.39,33.89
8.64,-117.41,10.97,29.59
8.65,-117.20,10.51,33.97
8.67,-116.98,10.09,34.30
8.69,-116.72,9.66,28.86
8.70,-116.44,9.28,29.07
8.72,-116.13,8.89,33.27
8.74,-115.81,8.55,28.77
8.76,-115.44,8.22,28.42
8.77,-115.09,7.92,33.60
8.79,-114.69,7.63,33.20
8.81,-114.30,7.38,28.87
8.82,-113.87,7.14,33.23
8.84,-113.46,6.94,33.47
8.86,-113.01,6.75,28.25
8.87,-112.57,6.60,28.64
8.89,-112.10,6.47,33.12
8.91,-111.65,6.36,28.80
8.93,-111.17,6.24,28.66
8.94,-110.72,6.11,34.22
8.96,-110.24,5.98,33.96
8.98,-109.79,5.83,29.69
8.99,-109.30,5.69,34.14
9.01,-108.85,5.56,34.49
9.03,-108.36,5.42,28.99
9.04,-107.91,5.28,29.43
9.06,-107.42,5.14,33.70
9.08,-106.97,5.01,29.46
9.10,-106.48,4.86,29.05
9.11,-106.03,4.73,34.55
9.13,-105.53,4.59,34.24
9.15,-105.08,4.46,29.93
9.16,-104.60,4.29,34.22
9.18,-104.15,4.12,34.42
9.20,-103.69,3.91,29.04
9.21,-103.27,3.69,29.15
9.23,-102.85,3.44,33.18
9.25,-102.46,3.16,28.74
9.27,-102.07,2.86,28.50
9.28,-101.72,2.57,33.86
9.30,-101.33,2.25,33.66
9.32,-100.96,1.97,29.71
9.33,-100.55,1.67,34.10
9.35,-100.17,1.39,34.68
9.37,-99.76,1.08,29.16
9.38,-99.38,0.80,29.66
9.40,-98.96,0.49,33.96
9.42,-98.59,0.21,29.68
9.44,-98.17,-0.10,29.10
9.45,-97.79,-0.38,34.90
9.47,-97.37,-0.68,34.40
9.49,-97.00,-0.96,30.18
9.50,-96.58,-1.27,34.46
9.52,-96.20,-1.55,34.96
9.54,-95.78,-1.86,29.38
9.55,-95.40,-2.14,29.88
9.57,-94.99,-2.45,34.10
9.59,-94.60,-2.74,29.94
9.61,-94.18,-3.05,29.52
9.62,-93.80,-3.33,35.10
9.64,-93.38,-3.65,34.74
9.66,-93.00,-3.93,30.52
9.67,-92.58,-4.24,34.96
9.69,-92.19,-4.53,35.52
9.71,-91.77,-4.84,29.88
9.72,-91.38,-5.13,30.30
9.74,-90.96,-5.45,34.80
9.76,-90.57,-5.73,30.44
9.78,-90.15,-6.05,29.96
9.79,-89.76,-6.34,35.72
9.81,-89.33,-6.66,35.30
9.83,-88.94,-6.94,30.94
9.84,-88.52,-7.26,35.30
9.86,-88.13,-7.55,35.86
9.88,-87.70,-7.87,30.24
9.89,-87.31,-8.16,30.74
9.91,-86.88,-8.48,35.22
9.93,-86.48,-8.77,30.86
9.95,-86.05,-9.09,30.44
9.96,-85.66,-9.39,36.22
9.98,-85.23,-9.71,35.86
10.00,-84.83,-10.00,31.38
10.01,-84.40,-10.32,36.02
10.03,-84.00,-10.62,36.44
10.05,-83.57,-10.94,30.72
10.06,-83.17,-11.24,36.60
10.08,-82.74,-11.56,36.24
10.10,-82.34,-11.86,31.60
10.11,-81.90,-12.18,31.24
10.13,-81.50,-12.48,37.24
10.15,-81.07,-12.80,31.30
10.17,-80.67,-13.10,31.80
10.18,-80.23,-13.43,36.60
10.20,-79.83,-13.72,37.10
10.22,-79.39,-14.05,31.10
10.23,-78.98,-14.35,37.16
10.25,-78.54,-14.68,36.74
10.27,-78.14,-14.98,32.08
10.28,-77.70,-15.31,31.66
10.30,-77.29,-15.61,37.66
10.32,-76.85,-15.94,31.74
10.34,-76.44,-16.24,32.16
10.35,-76.00,-16.57,36.94
10.37,-75.59,-16.87,37.44
10.39,-75.15,-17.20,31.44
10.40,-74.74,-17.51,37.52
10.42,-74.29,-17.84,37.16
10.44,-73.89,-18.14,32.46
10.45,-73.44,-18.47,32.02
10.47,-73.03,-18.78,38.18
10.49,-72.58,-19.11,32.24
10.51,-72.17,-19.42,32.74
10.52,-71.72,-19.75,37.32
10.54,-71.30,-20.06,37.82
10.56,-70.85,-20.40,31.74
10.57,-70.44,-20.70,37.96
10.59,-69.99,-21.04,37.46
10.61,-69.58,-21.34,32.94
10.62,-69.12,-21.68,32.52
10.64,-68.71,-21.99,38.88
10.66,-68.26,-22.33,32.58
10.68,-67.84,-22.64,33.10
10.69,-67.38,-22.98,38.02
10.71,-66.97,-23.29,38.52
10.73,-66.51,-23.62,32.22
10.74,-66.09,-23.94,38.52
10.76,-65.63,-24.28,38.08
10.78,-65.22,-24.59,33.24
10.79,-64.76,-24.93,32.90
10.81,-64.34,-25.24,38.75
10.83,-63.88,-25.58,32.77
10.85,-63.44,-25.89,33.05
10.86,-62.98,-26.19,37.99
10.88,-62.50,-26.45,38.05
10.90,-62.01,-26.70,32.35
10.91,-61.52,-26.91,37.72
10.93,-61.01,-27.10,37.48
10.95,-60.50,-27.24,32.13
10.96,-59.97,-27.35,31.89
10.98,-59.45,-27.43,37.41
11.00,-58.92,-27.47,31.72
11.02,-58.40,-27.49,31.92
11.03,-57.86,-27.47,36.65
11.05,-57.35,-27.41,36.93
11.07,-56.81,-27.33,31.21
11.08,-56.32,-27.22,36.92
11.10,-55.79,-27.08,36.56
11.12,-55.31,-26.91,31.94
11.13,-54.81,-26.70,31.48
11.15,-54.35,-26.48,37.44
11.17,-53.88,-26.21,31.79
11.19,-53.45,-25.95,32.06
11.20,-52.98,-25.66,37.11
11.22,-52.53,-25.40,37.73
11.24,-52.06,-25.14,31.83
11.25,-51.60,-24.89,37.92
11.27,-51.11,-24.61,37.78
11.29,-50.66,-24.36,32.96
11.30,-50.17,-24.08,32.46
11.32,-49.71,-23.83,38.50
11.34,-49.22,-23.55,32.41
11.36,-48.77,-23.30,32.86
11.37,-48.28,-23.03,37.51
11.39,-47.83,-22.77,38.01
11.41,-47.33,-22.50,32.05
11.42,-46.88,-22.25,38.14
11.44,-46.39,-21.97,37.61
11.46,-45.93,-21.72,32.95
11.47,-45.44,-21.44,32.55
11.49,-44.99,-21.19,38.53
11.51,-44.49,-20.93,32.49
11.53,-44.01,-20.72,32.75
11.54,-43.49,-20.51,37.71
11.56,-42.99,-20.35,37.91
11.58,-42.47,-20.20,31.81
11.59,-41.95,-20.10,37.37
11.61,-41.41,-20.03,37.06
11.63,-40.90,-19.99,31.81
11.64,-40.36,-19.98,31.42
11.66,-39.85,-20.01,37.18
11.68,-39.32,-20.07,31.50
11.70,-38.82,-20.15,31.70
11.71,-38.29,-20.27,36.59
11.73,-37.80,-20.42,36.93
11.75,-37.30,-20.60,31.04
11.76,-36.83,-20.80,36.73
11.78,-36.35,-21.05,36.48
11.80,-35.92,-21.30,31.58
11.81,-35.47,-21.60,31.26
11.83,-35.07,-21.91,36.90
11.85,-34.67,-22.26,31.14
11.87,-34.31,-22.62,31.38
11.88,-33.95,-23.01,36.12
11.90,-33.64,-23.41,36.40
11.92,-33.33,-23.84,30.84
11.93,-33.07,-24.27,36.44
11.95,-32.81,-24.74,36.25
11.97,-32.60,-25.20,31.53
11.98,-32.39,-25.69,31.35
12.00,-32.19,-26.16,37.20
12.02,-31.98,-26.65,31.47
12.04,-31.76,-27.12,31.90
12.05,-31.52,-27.61,36.50
12.07,-31.32,-28.06,36.73
12.09,-31.08,-28.56,30.87
12.10,-30.87,-29.01,36.77
12.12,-30.64,-29.50,36.28
12.14,-30.43,-29.96,31.81
12.15,-30.20,-30.45,31.45
12.17,-29.99,-30.91,37.40
12.19,-29.75,-31.40,31.68
12.21,-29.54,-31.86,32.12
12.22,-29.31,-32.36,36.86
12.24,-29.09,-32.82,37.31
12.26,-28.86,-33.32,31.40
12.27,-28.64,-33.78,37.49
12.29,-28.41,-34.28,37.09
12.31,-28.19,-34.74,32.39
12.32,-27.96,-35.25,32.17
12.34,-27.74,-35.71,37.95
12.36,-27.49,-36.20,31.98
12.38,-27.23,-36.66,32.36
12.39,-26.94,-37.12,37.05
12.41,-26.63,-37.54,37.21
12.43,-26.29,-37.97,31.38
12.44,-25.94,-38.34,36.88
12.46,-25.55,-38.72,36.44
12.48,-25.16,-39.04,31.59
12.49,-24.73,-39.36,31.16
12.51,-24.31,-39.64,36.77
12.53,-23.85,-39.91,31.14
12.55,-23.40,-40.13,31.39
12.56,-22.91,-40.34,36.10
12.58,-22.43,-40.51,36.50
12.60,-21.92,-40.65,30.84
12.61,-21.43,-40.76,36.57
12.63,-20.90,-40.87,36.40
12.65,-20.41,-40.97,31.74
12.66,-19.88,-41.08,31.46
12.68,-19.38,-41.19,37.27
12.70,-18.86,-41.33,31.46
12.72,-18.37,-41.48,31.57
12.73,-17.86,-41.66,36.41
12.75,-17.40,-41.86,36.50
12.77,-16.93,-42.09,30.61
12.78,-16.49,-42.35,35.94
12.80,-16.05,-42.63,35.58
12.82,-15.66,-42.93,30.53
12.83,-15.27,-43.27,30.09
12.85,-14.93,-43.62,35.66
12.87,-14.58,-44.00,30.11
12.89,-14.29,-44.38,30.42
12.90,-13.99,-44.81,34.84
12.92,-13.74,-45.22,35.19
12.94,-13.50,-45.68,29.51
12.95,-13.31,-46.12,34.99
12.97,-13.13,-46.60,34.57
12.99,-12.99,-47.06,30.11
13.00,-12.87,-47.56,29.79
13.02,-12.79,-48.03,35.18
13.04,-12.74,-48.54,29.71
13.06,-12.72,-49.02,30.08
13.07,-12.73,-49.53,34.61
13.09,-12.77,-50.01,34.94
13.11,-12.83,-50.52,29.66
13.12,-12.88,-51.00,35.26
13.14,-12.94,-51.51,34.95
13.16,-12.98,-52.00,30.61
13.17,-13.01,-52.52,30.29
13.19,-13.06,-53.00,36.01
13.21,-13.10,-53.53,30.40
13.23,-13.14,-54.01,30.89
13.24,-13.18,-54.54,35.21
13.26,-13.22,-55.02,35.61
13.28,-13.26,-55.55,29.90
13.29,-13.30,-56.03,35.71
13.31,-13.34,-56.55,35.21
13.33,-13.38,-57.04,30.89
13.34,-13.42,-57.57,30.49
13.36,-13.46,-58.05,36.41
13.38,-13.50,-58.58,30.59
13.40,-13.54,-59.06,31.19
13.41,-13.58,-59.60,35.71
13.43,-13.62,-60.08,36.22
13.45,-13.66,-60.62,30.30
13.46,-13.70,-61.11,36.33
13.48,-13.75,-61.64,35.83
13.50,-13.78,-62.13,31.41
13.51,-13.83,-62.67,31.11
13.53,-13.87,-63.16,36.76
13.55,-13.91,-63.70,31.01
13.57,-13.96,-64.20,31.38
13.58,-14.05,-64.72,36.09
13.60,-14.15,-65.22,36.26
13.62,-14.29,-65.73,30.63
13.63,-14.45,-66.21,35.90
13.65,-14.65,-66.69,35.40
13.67,-14.87,-67.13,30.61
13.68,-15.11,-67.59,30.37
13.70,-15.34,-68.01,35.83
13.72,-15.59,-68.48,30.47
13.74,-15.80,-68.93,31.00
13.75,-16.02,-69.40,35.43
13.77,-16.24,-69.85,35.78
13.79,-16.47,-70.33,30.28
13.80,-16.68,-70.77,36.18
13.82,-16.91,-71.25,35.74
13.84,-17.12,-71.69,31.31
13.85,-17.36,-72.18,30.86
13.87,-17.57,-72.62,36.90
